eco,opening,rating_band,games,white_win_rate,pct_of_band
A11,English Opening: Caro-Kann Defensive System,1200-1600,654,0.5290519877675841,0.05399545744637814
C53,Italian Game: Classical Variation #2,1200-1600,652,0.5920245398773006,0.053830333723300525
A00,Hungarian Opening: Indian Defense,1200-1600,651,0.46543778801843316,0.05374777186176172
B01,Scandinavian Defense: Blackburne Gambit,1200-1600,650,0.46307692307692305,0.05366521000022292
E20,Nimzo-Indian Defense #2,1200-1600,649,0.5670261941448382,0.05358264813868411
A49,East Indian Defense,1200-1600,638,0.4278996865203762,0.05267446766175726
C28,Bishop's Opening: Vienna Hybrid,1200-1600,636,0.5455974842767296,0.05250934393867965
D50,Queen's Gambit Declined: Modern Variation,1200-1600,627,0.5263157894736842,0.051766287184830416
D37,Queen's Gambit Declined: Three Knights Variation,1200-1600,624,0.530448717948718,0.051518601600214
D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",1200-1600,623,0.5537720706260032,0.05143603973867519
B20,Sicilian Defense: Snyder Variation,1200-1600,612,0.4297385620915033,0.05052785926174835
B40,"Sicilian Defense: French Variation, Open",1200-1600,606,0.4521452145214521,0.05003248809251552
C40,Elephant Gambit: Paulsen Countergambit,1200-1600,604,0.45695364238410596,0.04986736436943791
C42,Russian Game: Cozio (Lasker) Attack,1200-1600,602,0.5564784053156147,0.04970224064636029
C44,King's Pawn Game: Dresden Opening,1200-1600,593,0.42327150084317033,0.04895918389251106
B52,"Sicilian Defense: Canal Attack, Main Line",1200-1600,591,0.4653130287648054,0.048794060169433454
D45,Semi-Slav Defense: Main Line,1200-1600,590,0.5847457627118644,0.048711498307894646
B00,Nimzowitsch Defense: Pseudo-Spanish Variation,1200-1600,584,0.5154109589041096,0.04821612713866182
B53,Sicilian Defense: Chekhover Variation,1200-1600,584,0.5,0.04821612713866182
B10,Caro-Kann Defense: Two Knights Attack,1200-1600,580,0.45517241379310347,0.0478858796925066
A01,Nimzo-Larsen Attack: Indian Variation,1200-1600,579,0.4784110535405872,0.0478033178309678
A00,Hungarian Opening: Sicilian Invitation,1200-1600,573,0.4973821989528796,0.047307946661734976
B27,Sicilian Defense: Jalalabad Variation,1200-1600,573,0.6509598603839442,0.047307946661734976
D43,Semi-Slav Defense,1200-1600,571,0.5253940455341506,0.04714282293865736
A40,English Defense,1200-1600,568,0.4823943661971831,0.046895137354040946
B03,Alekhine Defense #2,1200-1600,568,0.5985915492957746,0.046895137354040946
C40,Latvian Gambit,1200-1600,565,0.49911504424778763,0.04664745176942454
D10,Slav Defense #3,1200-1600,560,0.5982142857142857,0.046234642461730514
C44,Scotch Game: Scotch Gambit,1200-1600,560,0.5089285714285714,0.046234642461730514
B00,Nimzowitsch Defense: Mikenas Variation,1200-1600,558,0.589605734767025,0.046069518738652906
C02,French Defense: Advance Variation,1200-1600,558,0.3906810035842294,0.046069518738652906
A41,Rat Defense: English Rat,1200-1600,554,0.5541516245487365,0.045739271292497684
D21,Queen's Gambit Accepted: Normal Variation,1200-1600,554,0.6245487364620939,0.045739271292497684
B02,Alekhine Defense: Mokele Mbembe,1200-1600,554,0.6552346570397112,0.045739271292497684
D03,Queen's Pawn Game: Torre Attack,1200-1600,551,0.5462794918330308,0.045491585707881275
C41,Philidor Defense: Lopez Countergambit,1200-1600,545,0.5155963302752293,0.044996214538648445
A46,Indian Game: Wade-Tartakower Defense,1200-1600,543,0.5027624309392266,0.04483109081557084
B40,Sicilian Defense: Delayed Alapin Variation,1200-1600,541,0.5138632162661737,0.04466596709249323
D05,Colle System #2,1200-1600,541,0.47504621072088726,0.04466596709249323
A45,Paleface Attack,1200-1600,541,0.41404805914972276,0.04466596709249323
C22,Center Game: Hall Variation,1200-1600,539,0.40630797773654914,0.04450084336941562
C24,Bishop's Opening: Ponziani Gambit,1200-1600,531,0.504708097928437,0.04384034847710518
A04,Zukertort Opening: Slav Invitation,1200-1600,530,0.539622641509434,0.043757786615566376
E20,Nimzo-Indian Defense,1200-1600,527,0.45540796963946867,0.04351010103094997
A46,Yusupov-Rubinstein System,1200-1600,526,0.49049429657794674,0.04342753916941116
C30,"King's Gambit Declined, Classical Variation",1200-1600,520,0.5673076923076923,0.04293216800017833
D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",1200-1600,519,0.4951830443159923,0.04284960613863953
C00,St. George Defense,1200-1600,511,0.5088062622309197,0.04218911124632909
B06,Modern Defense: Two Knights Variation,1200-1600,508,0.4881889763779528,0.04194142566171268
B57,"Sicilian Defense: Modern Variations, Main Line",1200-1600,506,0.4723320158102767,0.04177630193863507
D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",1200-1600,504,0.5793650793650794,0.04161117821555746
A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",1200-1600,503,0.5387673956262425,0.04152861635401865
A40,Polish Defense,1200-1600,501,0.5708582834331337,0.04136349263094105
C00,French Defense,1200-1600,501,0.3992015968063872,0.04136349263094105
A00,Van't Kruijs Opening,1600-2000,70041,0.4313187989891635,2.0387170237717878
B01,Scandinavian Defense: Mieses-Kotroc Variation,1600-2000,65164,0.5487692591001166,1.8967598426216759
A40,Horwitz Defense,1600-2000,53896,0.5274974024046312,1.5687767552319969
C00,French Defense: Knight Variation,1600-2000,51519,0.4691084842485297,1.4995882746919482
B20,Sicilian Defense: Bowdler Attack,1600-2000,47454,0.4216293673873646,1.3812663674999848
B00,Owen Defense,1600-2000,46426,0.5088312583466161,1.3513438778091267
B01,Scandinavian Defense,1600-2000,38528,0.4489721760797342,1.1214529988418134
C41,Philidor Defense #3,1600-2000,37135,0.5662043893900632,1.080906278861886
A00,Hungarian Opening,1600-2000,35128,0.4970393987702118,1.0224875660121269
B10,Caro-Kann Defense,1600-2000,35011,0.4374910742338122,1.0190819908235758
B06,Modern Defense,1600-2000,34209,0.46195445642959454,0.9957377916678674
D00,Queen's Pawn Game #2,1600-2000,33897,0.49169543027406554,0.9866562578317315
B30,Sicilian Defense: Old Sicilian,1600-2000,31903,0.4547534714603642,0.9286159422251447
A45,Indian Game,1600-2000,30317,0.45499224857340764,0.8824514785581203
A40,Modern Defense,1600-2000,28328,0.4944577802880542,0.8245567003527534
C41,Philidor Defense #2,1600-2000,28249,0.5049736273850401,0.8222572094134755
C23,Bishop's Opening,1600-2000,27774,0.5366529848059336,0.8084311562975635
D02,Queen's Pawn Game: Zukertort Variation,1600-2000,26166,0.5306886799663686,0.7616263280651705
B07,Pirc Defense #4,1600-2000,25750,0.4676504854368932,0.7495176162836559
B20,Sicilian Defense,1600-2000,25597,0.3729343282415908,0.74506417180632
C00,French Defense: Normal Variation,1600-2000,24937,0.5535950595500662,0.7258532348452632
D00,Queen's Pawn Game,1600-2000,24264,0.4732937685459941,0.7062639006410341
A00,Mieses Opening,1600-2000,24220,0.45978530140379853,0.704983171510297
B21,Sicilian Defense: McDonnell Attack,1600-2000,23707,0.48289534736575696,0.6900510341451118
D00,Queen's Pawn Game: Mason Attack,1600-2000,22840,0.5164185639229422,0.6648148487735418
C20,King's Pawn Game: Leonardis Variation,1600-2000,22479,0.45193291516526535,0.6543070484054485
C55,Italian Game: Anti-Fried Liver Defense,1600-2000,22395,0.5523107836570663,0.6518620200649504
B50,Sicilian Defense,1600-2000,21477,0.4548121245984076,0.6251413532009351
A43,Old Benoni Defense,1600-2000,21389,0.45925475711814484,0.6225798949394609
A40,Queen's Pawn,1600-2000,20580,0.5751214771622934,0.5990319434220441
A40,English Defense #2,1600-2000,20022,0.5156328039156928,0.582789969445878
D06,Queen's Gambit Refused: Marshall Defense,1600-2000,18997,0.5743538453440017,0.5529548021957519
C45,Scotch Game,1600-2000,18803,0.523161197681221,0.547307951028411
C00,French Defense #2,1600-2000,18434,0.40701963762612564,0.5365672908183655
C62,Ruy Lopez: Steinitz Defense,1600-2000,18304,0.5220170454545454,0.5327833183866423
C01,French Defense: Exchange Variation,1600-2000,18301,0.4834162067646577,0.5326959959459101
D30,Queen's Gambit Declined,1600-2000,16938,0.5095642933049946,0.4930225003733035
B06,Robatsch (Modern) Defense,1600-2000,16888,0.4808147797252487,0.49156712636110217
A02,Bird Opening,1600-2000,16268,0.5092820260634374,0.4735204886098064
B01,Scandinavian Defense: Main Line,1600-2000,16056,0.48741903338315895,0.4673497027980729
D02,Queen's Pawn Game: Chigorin Variation,1600-2000,15535,0.5595751528805922,0.4521847055909357
C24,Bishop's Opening: Berlin Defense,1600-2000,15312,0.5041144200626959,0.44569373749651797
B22,Sicilian Defense: Alapin Variation,1600-2000,15091,0.4940030481744086,0.4392609843625884
B01,Scandinavian Defense: Modern Variation #2,1600-2000,14967,0.46288501369679963,0.43565165681232926
B40,Sicilian Defense: French Variation,1600-2000,14776,0.430224688684353,0.4300921280857204
B21,Sicilian Defense: Smith-Morra Gambit #2,1600-2000,14453,0.4037916003597869,0.42069041196690016
C50,Italian Game,1600-2000,14440,0.5841412742382271,0.4203120147237278
C00,French Defense: La Bourdonnais Variation,1600-2000,14072,0.4949545196134167,0.4096004619939264
A00,Polish Opening,1600-2000,14018,0.5343130261092881,0.40802865806074906
C41,Philidor Defense,1600-2000,13847,0.6110348812017043,0.4030512789390207
C20,King's Pawn Game: Wayward Queen Attack,1600-2000,13575,0.4409576427255985,0.39513404431264576
A03,Bird Opening: Dutch Variation,1600-2000,12602,0.5135692747182987,0.366812466035209
C00,Rat Defense: Small Center Defense,1600-2000,12130,0.548722176422094,0.35307373536002895
A41,Queen's Pawn,1600-2000,12010,0.5009159034138219,0.3495808377307459
D20,Queen's Gambit Accepted,1600-2000,11990,0.6015012510425355,0.34899868812586543
A06,Zukertort Opening: Tennison Gambit,1600-2000,11830,0.4737954353338969,0.34434149128682134
D20,Queen's Gambit Accepted: Old Variation,1600-2000,11745,0.604171988080034,0.34186735546607916
A00,Saragossa Opening,1600-2000,11628,0.4868421052631579,0.3384617802775282
C46,Three Knights Opening,1600-2000,11485,0.4872442316064432,0.3342994106026326
C40,King's Pawn Game: McConnell Defense,1600-2000,11233,0.5622718775037835,0.32696432558113814
A01,Nimzo-Larsen Attack,1600-2000,11222,0.5291391908750668,0.32664414329845387
D10,Slav Defense #2,1600-2000,11008,0.5157158430232558,0.3204151425262324
A40,Englund Gambit,1600-2000,10993,0.5214227235513509,0.319978530322572
C50,Giuoco Piano,1600-2000,10975,0.47325740318906606,0.3194545956781795
C30,King's Gambit,1600-2000,10902,0.6121812511465786,0.3173297496203657
A20,English Opening: King's English Variation,1600-2000,10609,0.5038175134319917,0.3088012579088662
C40,King's Pawn Game: Busch-Gass Gambit,1600-2000,10556,0.5741758241758241,0.3072585614559329
B23,Sicilian Defense: Closed Variation,1600-2000,10545,0.4956851588430536,0.30693837917324857
C44,Scotch Game,1600-2000,10452,0.5951970914657482,0.30423138351055423
C30,"King's Gambit Declined, Queen's Knight Defense",1600-2000,10038,0.5742179717075114,0.2921808866895277
A01,Nimzo-Larsen Attack: Classical Variation,1600-2000,10032,0.5027910685805422,0.29200624180806356
C46,Four Knights Game: Italian Variation,1600-2000,9671,0.49333057594871266,0.2814984414399703
C42,Russian Game: Urusov Gambit,1600-2000,9606,0.5444513845513221,0.27960645522410865
C42,Russian Game: Three Knights Game,1600-2000,9493,0.5262825239650268,0.2763173099565338
C00,French Defense: Queen's Knight,1600-2000,9432,0.4717981340118745,0.27454175366164824
D31,Queen's Gambit Declined: Queen's Knight Variation,1600-2000,9162,0.5924470639598342,0.26668273399576137
C41,Philidor Defense: Exchange Variation #2,1600-2000,9152,0.534527972027972,0.26639165919332114
B12,Caro-Kann Defense: Advance Variation,1600-2000,9149,0.4651874521805662,0.266304336752589
D00,Queen's Pawn Game #3,1600-2000,9130,0.4553121577217963,0.26575129462795255
C00,French Defense: King's Indian Attack,1600-2000,9014,0.46438872864433106,0.2623748269196456
B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1600-2000,8915,0.4839035333707235,0.2594931863754871
B07,Pirc Defense #5,1600-2000,8627,0.5164019937405819,0.2511102320652077
D00,Queen's Pawn Game: Levitsky Attack,1600-2000,8565,0.5734967892586106,0.24930556829007816
A04,Zukertort Opening: Queen's Gambit Invitation,1600-2000,8424,0.532051282051282,0.24520141357567055
A00,Van Geet Opening,1600-2000,8362,0.4569480985410189,0.243396749800541
A04,Zukertort Opening: Sicilian Invitation,1600-2000,8361,0.4857074512618108,0.24336764232029698
B20,Sicilian Defense: Staunton-Cochrane Variation,1600-2000,8263,0.40651095243858165,0.24051510925638245
C21,Danish Gambit,1600-2000,8219,0.5576104148923227,0.23923438012564535
D00,Queen's Pawn Game: Chigorin Variation,1600-2000,8195,0.4889566809029896,0.23853580059978874
C20,King's Pawn Game,1600-2000,8184,0.323435972629521,0.23821561831710447
C20,Bishop's Opening: Boi Variation,1600-2000,8073,0.5048928527189397,0.23498468801001765
B13,Caro-Kann Defense: Exchange Variation,1600-2000,8006,0.4579065700724457,0.23303448683366793
A13,English Opening: Agincourt Defense,1600-2000,7992,0.5147647647647647,0.23262698211025157
C44,King's Knight Opening: Normal Variation,1600-2000,7769,0.43377526065130645,0.22613601401583389
A21,"English Opening: King's English Variation, Reversed Sicilian",1600-2000,7689,0.560541032644037,0.22380741559631184
C20,King's Pawn Game: Napoleon Attack,1600-2000,7629,0.4611351422204745,0.2220609667816703
B32,Sicilian Defense: Open #3,1600-2000,7576,0.5295670538542767,0.22051827032873697
D02,Queen's Pawn Game: London System,1600-2000,7553,0.5186018800476632,0.21984879828312437
C02,"French Defense: Advance Variation, Nimzowitsch System",1600-2000,7508,0.37093766648907833,0.21853896167214323
B21,Sicilian Defense: Smith-Morra Gambit,1600-2000,7498,0.5290744198452921,0.218247886869703
C34,"King's Gambit Accepted, MacLeod Defense",1600-2000,7410,0.6051282051282051,0.21568642860822873
B25,"Sicilian Defense: Closed Variation, Traditional",1600-2000,7396,0.46322336398053,0.2152789238848124
D31,Semi-Slav Defense: Accelerated Move Order,1600-2000,7354,0.53508294805548,0.21405640971456333
B00,Caro-Kann Defense: Hillbilly Attack,1600-2000,7307,0.39482687833584235,0.21268835814309411
B00,Nimzowitsch Defense,1600-2000,7289,0.48936754012896144,0.21216442349870165
A10,English Opening,1600-2000,7247,0.5522285083482821,0.21094190932845258
C27,Vienna Game,1600-2000,7081,0.5411665019065104,0.20611006760794434
A40,"Englund Gambit Declined, Reversed French",1600-2000,7046,0.4655123474311666,0.20509130579940346
D01,Queen's Pawn Game: Chigorin Variation,1600-2000,7034,0.455217514927495,0.20474201603647518
A10,English Opening: Anglo-Scandinavian Defense,1600-2000,7023,0.5661398262850633,0.20442183375379092
B32,Sicilian Defense: Loewenthal Variation,1600-2000,6991,0.46044914890573596,0.20349039438598207
B54,Sicilian Defense #2,1600-2000,6935,0.505407354001442,0.20186037549231664
B23,Sicilian Defense: Closed,1600-2000,6873,0.4632620398661429,0.20005571171718708
C34,"King's Gambit Accepted, Fischer Defense",1600-2000,6840,0.5745614035087719,0.19909516486913423
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",1600-2000,6828,0.534124194493263,0.1987458751062059
C22,Center Game: Normal Variation,1600-2000,6695,0.36071695294996264,0.1948745802337505
A80,Dutch Defense,1600-2000,6646,0.48931688233523923,0.1934483137017933
C45,Scotch Game: Classical Variation,1600-2000,6498,0.47799322868574945,0.18914040662567752
C02,"French Defense: Advance Variation, Paulsen Attack",1600-2000,6492,0.42467652495378927,0.18896576174421337
D10,Slav Defense,1600-2000,6455,0.48458559256390393,0.18788878497518444
C02,French Defense: Advance Variation #3,1600-2000,6382,0.547477279849577,0.18576393891737056
B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1600-2000,6344,0.5190731399747793,0.1846578546680976
A43,Benoni Defense: Benoni Gambit Accepted,1600-2000,6271,0.4471376176048477,0.18253300861028374
B12,Caro-Kann Defense,1600-2000,6200,0.5374193548387097,0.1804663775129579
C50,"Italian Game: Giuoco Pianissimo, Normal",1600-2000,6167,0.47089346521809633,0.17950583066490508
C40,Elephant Gambit,1600-2000,6115,0.566312346688471,0.17799224169221575
C41,Philidor Defense #4,1600-2000,6100,0.44491803278688524,0.17755562948855536
A41,Old Indian Defense,1600-2000,6038,0.5521695925803246,0.1757509657134258
C20,King's Pawn Game: Macleod Attack,1600-2000,5960,0.4884228187919463,0.1734805822543918
C65,Ruy Lopez: Berlin Defense #2,1600-2000,5940,0.5148148148148148,0.1728984326495113
B00,King's Pawn,1600-2000,5929,0.9494012481025468,0.17257825036682703
C00,French Defense: Steinitz Attack,1600-2000,5871,0.4481349003576903,0.17089001651267355
B08,Pirc Defense: Classical Variation,1600-2000,5866,0.4626662120695534,0.1707444791114534
C61,Ruy Lopez: Bird Variation,1600-2000,5790,0.513126079447323,0.16853231061290747
C50,Four Knights Game: Italian Variation,1600-2000,5733,0.44967730682016394,0.16687318423899805
D02,Queen's Pawn Game: Symmetrical Variation,1600-2000,5662,0.47845284351819145,0.16480655314167222
C64,Ruy Lopez: Classical Variation,1600-2000,5653,0.47638422076773396,0.164544585819476
D35,Queen's Gambit Declined: Normal Defense,1600-2000,5609,0.5009805669459797,0.16326385668873886
C40,King's Knight Opening,1600-2000,5587,0.695364238410596,0.16262349212337032
B00,St. George Defense,1600-2000,5552,0.5410662824207493,0.16160473031482941
D43,Semi-Slav Defense,1600-2000,5527,0.5062420843133707,0.1608770433087288
A10,English Opening: Great Snake Variation,1600-2000,5490,0.4888888888888889,0.15980006653969983
C02,French Defense: Advance Variation #2,1600-2000,5442,0.45791988239617787,0.15840290748798663
C60,Ruy Lopez: Cozio Defense,1600-2000,5430,0.5224677716390423,0.15805361772505833
C00,Queen's Pawn Game: Franco-Sicilian Defense,1600-2000,5427,0.47687488483508383,0.15796629528432624
C41,Philidor Defense: Exchange Variation,1600-2000,5412,0.508869179600887,0.15752968308066587
B44,Sicilian Defense: Paulsen Variation,1600-2000,5322,0.43404735062006766,0.15491000985870357
C20,English Opening: The Whale,1600-2000,5304,0.4338235294117647,0.1543860752143111
A04,Zukertort Opening: Kingside Fianchetto,1600-2000,5292,0.4884731670445956,0.1540367854513828
D04,Queen's Pawn Game: Colle System,1600-2000,5277,0.48967216221337884,0.15360017324772243
A00,Hungarian Opening: Slav Formation,1600-2000,5265,0.4621082621082621,0.15325088348479413
C50,Italian Game: Schilling-Kostic Gambit,1600-2000,5199,0.452779380650125,0.1513297897886884
D15,Slav Defense: Three Knights Variation,1600-2000,5194,0.5325375433192144,0.1511842523874683
A00,Grob Opening,1600-2000,5157,0.477021524141943,0.15010727561843934
B50,Sicilian Defense: Delayed Alapin,1600-2000,5125,0.5102439024390244,0.14917583625063055
A04,Zukertort Opening: Pirc Invitation,1600-2000,5012,0.514365522745411,0.14588669098305568
B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",1600-2000,4997,0.5125075045027017,0.14545007877939528
B02,Alekhine Defense: Scandinavian Variation,1600-2000,4991,0.43899018232819076,0.14527543389793113
C68,Ruy Lopez: Exchange Variation,1600-2000,4988,0.42000801924619086,0.14518811145719904
A01,Nimzo-Larsen Attack: Modern Variation #2,1600-2000,4974,0.548854041013269,0.1447806067337827
E61,King's Indian Defense,1600-2000,4941,0.48532685691155636,0.14382005988572985
A00,Hungarian Opening: Catalan Formation,1600-2000,4919,0.5057938605407604,0.1431796953203613
C21,Center Game #2,1600-2000,4912,0.6038273615635179,0.14297594295865312
B12,"Caro-Kann Defense: Advance Variation, Short Variation",1600-2000,4894,0.4270535349407438,0.14245200831426066
C40,King's Pawn Game: Damiano Defense,1600-2000,4882,0.7255223269151987,0.14210271855133236
C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1600-2000,4836,0.5099255583126551,0.14076377446010718
D05,Colle System,1600-2000,4810,0.46216216216216216,0.14000697997376252
A30,English Opening: Symmetrical Variation,1600-2000,4768,0.4872063758389262,0.13878446580351345
A04,Zukertort Opening: Black Mustang Defense,1600-2000,4708,0.5416312659303314,0.1370380169888719
C42,Petrov's Defense,1600-2000,4621,0.4849599653754599,0.1345056662076417
C50,Italian Game: Giuoco Pianissimo,1600-2000,4593,0.4463313738297409,0.133690656760809
C60,Ruy Lopez,1600-2000,4558,0.5763492759982448,0.13267189495226808
D02,Queen's Pawn Game: Krause Variation,1600-2000,4542,0.5004403346543373,0.1322061752683637
B07,King's Pawn Game: Maroczy Defense,1600-2000,4504,0.5643872113676732,0.13110009101909073
C50,Italian Game: Hungarian Defense,1600-2000,4458,0.4636608344549125,0.12976114692786556
B02,Alekhine Defense,1600-2000,4455,0.49988776655443323,0.12967382448713347
D08,Queen's Gambit Refused: Albin Countergambit,1600-2000,4442,0.5141828005402972,0.12929542724396115
D02,Queen's Pawn Game: Anti-Torre,1600-2000,4385,0.5320410490307868,0.12763630087005168
A22,"English Opening: King's English Variation, Two Knights Variation",1600-2000,4380,0.5093607305936073,0.12749076346883156
C34,"King's Gambit Accepted, King's Knight Gambit",1600-2000,4371,0.6453900709219859,0.12722879614663535
A07,King's Indian Attack,1600-2000,4360,0.539908256880734,0.12690861386395105
C44,Ponziani Opening: Jaenisch Counterattack,1600-2000,4321,0.4721129368201805,0.12577342213443407
A40,Mikenas Defense,1600-2000,4290,0.5927738927738928,0.12487109024686928
A00,Hungarian Opening: Symmetrical Variation,1600-2000,4289,0.4751690370715785,0.12484198276662525
A01,Nimzo-Larsen Attack: Indian Variation,1600-2000,4283,0.47583469530702777,0.12466733788516109
D10,Slav Defense: Exchange Variation,1600-2000,4269,0.5026938393066291,0.12425983316174474
B07,Pirc Defense,1600-2000,4251,0.45283462714655376,0.12373589851735228
B07,Rat Defense: Harmonist,1600-2000,4247,0.5090652225100071,0.12361946859637618
C47,Four Knights Game: Scotch Variation Accepted,1600-2000,4223,0.4882784750177599,0.12292088907051957
C44,Ponziani Opening,1600-2000,4215,0.5119810201660735,0.12268802922856736
A15,English Opening: Anglo-Indian Defense,1600-2000,4182,0.4839789574366332,0.12172748238051452
C42,Petrov's Defense #2,1600-2000,4180,0.5461722488038278,0.12166926742002647
B40,Sicilian Defense: Delayed Alapin Variation,1600-2000,4137,0.4906937394247039,0.12041764576953339
D02,Queen's Gambit Refused: Baltic Defense,1600-2000,4091,0.5741872402835493,0.11907870167830821
A00,Hungarian Opening: Indian Defense,1600-2000,4089,0.46368305209097577,0.11902048671782015
E20,Nimzo-Indian Defense: Ragozin Variation,1600-2000,4073,0.5848269089123497,0.11855476703391574
A11,English Opening: Caro-Kann Defensive System,1600-2000,4021,0.4891817955732405,0.11704117806122642
A00,Hungarian Opening: Sicilian Invitation,1600-2000,3994,0.46795192789183776,0.11625527609463773
A43,Franco-Benoni Defense,1600-2000,3952,0.5235323886639676,0.11503276192438866
D11,Slav Defense: Modern Line,1600-2000,3947,0.5439574360273626,0.11488722452316855
C01,"French Defense: Exchange Variation, Monte Carlo Variation",1600-2000,3929,0.49249172817510817,0.11436328987877607
C26,Vienna Game: Stanley Variation,1600-2000,3896,0.5500513347022588,0.11340274303072324
B00,Duras Gambit,1600-2000,3856,0.4914419087136929,0.11223844382096222
A85,Dutch Defense: Queen's Knight Variation,1600-2000,3815,0.490956749672346,0.11104503713095716
B02,Alekhine Defense: Maroczy Variation,1600-2000,3809,0.44867419270149644,0.11087039224949302
C55,Italian Game: Two Knights Defense,1600-2000,3806,0.48686284813452446,0.11078306980876095
A04,Zukertort Opening: Queenside Fianchetto Variation,1600-2000,3795,0.5325428194993412,0.11046288752607668
B11,Caro-Kann Defense,1600-2000,3788,0.4363780359028511,0.11025913516436849
A00,Mieses Opening: Reversed Rat,1600-2000,3777,0.44929838496160973,0.1099389528816842
A51,Indian Game: Budapest Defense,1600-2000,3764,0.4354410201912859,0.10956055563851187
D06,Queen's Gambit Refused: Austrian Defense,1600-2000,3758,0.5518893028206493,0.10938591075704772
A06,Reti Opening,1600-2000,3722,0.48387963460505107,0.1083380414682628
D37,Queen's Gambit Declined: Three Knights Variation,1600-2000,3707,0.5349339088211492,0.10790142926460243
C02,French Defense: Advance Variation,1600-2000,3697,0.40573437922639977,0.10761035446216216
C02,French Defense: Advance Variation #4,1600-2000,3689,0.3686635944700461,0.10737749462020997
D45,Semi-Slav Defense: Main Line,1600-2000,3671,0.5083083628439118,0.1068535599758175
A06,Zukertort Opening: Old Indian Attack,1600-2000,3670,0.5171662125340599,0.10682445249557349
B27,Sicilian Defense: Hyperaccelerated Dragon,1600-2000,3655,0.4339261285909713,0.10638784029191309
C10,French Defense: Rubinstein Variation,1600-2000,3643,0.533626132308537,0.1060385505289848
A45,Trompowsky Attack,1600-2000,3610,0.47867036011080333,0.10507800368093195
C25,Vienna Game: Max Lange Defense,1600-2000,3585,0.4940027894002789,0.10435031667483131
A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",1600-2000,3573,0.5065771060733277,0.10400102691190301
B00,"Nimzowitsch Defense, Declined Variation",1600-2000,3570,0.5196078431372549,0.10391370447117093
C44,Scotch Game: Scotch Gambit,1600-2000,3546,0.6020868584320361,0.10321512494531433
A01,Nimzo-Larsen Attack: Modern Variation #3,1600-2000,3524,0.4682179341657208,0.10257476037994576
E20,Nimzo-Indian Defense #2,1600-2000,3510,0.5136752136752136,0.1021672556565294
A04,Reti Opening #2,1600-2000,3507,0.47276874821785003,0.10207993321579732
C45,Scotch Game: Schmidt Variation,1600-2000,3474,0.4789867587795049,0.1011193863677445
A43,Benoni Defense: Old Benoni,1600-2000,3451,0.4763836569110403,0.10044991432213189
B10,Caro-Kann Defense: Breyer Variation,1600-2000,3426,0.4410391126678342,0.09972222731603125
B45,"Sicilian Defense: Paulsen Variation, Normal Variation",1600-2000,3421,0.4913767904121602,0.09957668991481114
C35,"King's Gambit Accepted, Cunningham Defense",1600-2000,3413,0.4860826252563727,0.09934383007285894
A53,Old Indian Defense,1600-2000,3405,0.4763582966226138,0.09911097023090673
A34,"English Opening: Symmetrical Variation, Normal Variation",1600-2000,3394,0.5436063641720683,0.09879078794822246
E00,Indian Game: East Indian Defense,1600-2000,3355,0.47332339791356187,0.09765559621870545
B01,Scandinavian Defense: Gubinsky-Melts Defense,1600-2000,3321,0.4784703402589581,0.0966659418904086
E90,"King's Indian Defense: Normal Variation, Rare Defenses",1600-2000,3319,0.4757457065381139,0.09660772692992053
D00,Queen's Pawn Game: Stonewall Attack,1600-2000,3300,0.51,0.09605468480528406
A04,Zukertort Opening: Slav Invitation,1600-2000,3257,0.49032852318084125,0.09480306315479095
C00,French Defense: Two Knights Variation,1600-2000,3195,0.4582159624413146,0.09299839937966138
D06,Queen's Gambit,1600-2000,3176,0.610831234256927,0.0924453572550249
C00,French Defense: Steiner Variation,1600-2000,3175,0.5092913385826772,0.09241624977478087
B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",1600-2000,3160,0.46772151898734177,0.0919796375711205
A01,Nimzo-Larsen Attack: Modern Variation #4,1600-2000,3139,0.5444409047467347,0.09136838048599596
C46,Four Knights Game,1600-2000,3129,0.42697347395333973,0.0910773056835557
B23,Sicilian Defense: Grand Prix Attack,1600-2000,3126,0.5335892514395394,0.09098998324282362
C53,Italian Game: Classical Variation #2,1600-2000,3115,0.5441412520064205,0.09066980096013934
A01,Nimzo-Larsen Attack: English Variation,1600-2000,3106,0.49581455247907275,0.09040783363794311
A40,English Defense,1600-2000,3103,0.529487592652272,0.09032051119721105
B10,Caro-Kann Defense: Two Knights Attack,1600-2000,3099,0.489512746047112,0.09020408127623494
A56,Benoni Defense,1600-2000,3040,0.43453947368421053,0.08848673994183744
B18,Caro-Kann Defense: Classical Variation,1600-2000,3001,0.47984005331556145,0.08735154821232044
B43,"Sicilian Defense: Kan Variation, Knight Variation",1600-2000,3001,0.39186937687437523,0.08735154821232044
A49,East Indian Defense,1600-2000,2996,0.43825100133511347,0.08720601081110031
